Timestamp,node0238,node0260,node0267,node0303,node0332,node0374,node0378,node0379,node0766,node1767
2013-03-29 11:42:02,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:42:03,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:42:04,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:42:05,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:42:06,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:42:07,33,33,33,33,33,33,34,33,34,33
2013-03-29 11:42:08,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:42:09,33,33,33,33,33,33,33,33,33,33
2013-03-29 11:42:10,33,33,33,33,33,33,33,33,33,33
2013-03-29 11:42:11,33,33,33,33,33,33,33,33,33,33
2013-03-29 11:42:12,33,33,33,33,33,33,33,33,33,33
2013-03-29 11:42:13,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:42:14,33,33,33,33,33,33,33,33,33,33
2013-03-29 11:42:15,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:42:16,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:42:17,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:42:18,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:42:19,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:42:20,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:42:21,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:42:22,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:42:23,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:42:24,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:42:25,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:42:26,33,33,33,33,33,33,33,33,33,33
2013-03-29 11:42:27,33,33,33,33,33,33,33,33,33,33
2013-03-29 11:42:28,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:42:29,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:42:30,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:42:31,33,33,33,33,33,33,33,33,33,33
2013-03-29 11:42:32,33,33,33,33,33,33,33,33,33,33
2013-03-29 11:42:33,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:42:34,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:42:35,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:42:36,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:42:37,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:42:38,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:42:39,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:42:40,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:42:41,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:42:42,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:42:43,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:42:44,33,33,33,33,33,33,33,33,33,33
2013-03-29 11:42:45,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:42:46,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:42:47,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:42:48,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:42:49,33,33,33,33,33,33,33,33,33,33
2013-03-29 11:42:50,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:42:51,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:42:52,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:42:53,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:42:54,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:42:55,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:42:56,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:42:57,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:42:58,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:42:59,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:43:00,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:43:01,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:43:02,33,33,33,33,33,33,33,33,33,33
2013-03-29 11:43:03,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:43:04,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:43:05,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:43:06,33,33,33,33,33,33,33,33,33,33
2013-03-29 11:43:07,33,33,33,30,33,33,33,33,34,33
2013-03-29 11:43:08,33,33,33,31,33,33,33,33,33,33
2013-03-29 11:43:09,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:43:10,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:43:11,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:43:12,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:43:13,32,33,33,33,33,33,33,33,34,33
2013-03-29 11:43:14,30,33,33,33,33,30,33,33,34,33
2013-03-29 11:43:15,33,33,33,33,33,32,33,33,34,33
2013-03-29 11:43:16,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:43:17,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:43:18,33,33,33,33,33,33,33,33,33,33
2013-03-29 11:43:19,33,33,33,33,33,33,33,33,30,31
2013-03-29 11:43:20,33,33,33,32,33,33,33,33,32,30
2013-03-29 11:43:21,33,33,33,30,33,33,33,33,33,33
2013-03-29 11:43:22,33,33,33,33,33,33,33,33,33,33
2013-03-29 11:43:23,33,33,31,33,33,33,33,32,33,33
2013-03-29 11:43:24,33,33,30,33,33,33,33,27,33,33
2013-03-29 11:43:25,33,33,33,33,31,33,33,31,33,33
2013-03-29 11:43:26,28,33,28,33,31,33,33,33,33,33
2013-03-29 11:43:27,25,33,25,33,33,33,33,33,33,33
2013-03-29 11:43:28,25,29,25,33,31,33,33,33,33,33
2013-03-29 11:43:29,25,25,25,33,19,33,33,27,33,33
2013-03-29 11:43:30,25,25,25,33,17,33,31,25,33,33
2013-03-29 11:43:31,25,25,25,26,17,33,25,25,34,33
2013-03-29 11:43:32,25,25,25,25,17,33,25,25,34,33
2013-03-29 11:43:33,25,25,25,25,16,33,25,25,34,33
2013-03-29 11:43:34,25,25,25,25,17,33,25,25,34,33
2013-03-29 11:43:35,25,25,25,25,11,33,17,25,34,33
2013-03-29 11:43:36,25,25,25,24,8,33,14,25,34,33
2013-03-29 11:43:37,25,25,25,17,8,33,8,25,33,33
2013-03-29 11:43:38,25,22,25,17,8,33,8,25,33,33
2013-03-29 11:43:39,25,17,22,17,8,33,8,25,30,33
2013-03-29 11:43:40,25,17,17,16,8,31,8,25,17,33
2013-03-29 11:43:41,25,17,17,17,8,24,8,25,17,33
2013-03-29 11:43:42,25,15,17,17,8,16,8,25,17,33
2013-03-29 11:43:43,20,8,16,17,8,16,8,25,17,33
2013-03-29 11:43:44,17,8,17,17,8,17,9,25,17,30
2013-03-29 11:43:45,17,8,13,17,8,12,8,25,17,22
2013-03-29 11:43:46,16,8,8,17,8,8,8,25,17,17
2013-03-29 11:43:47,17,0,8,17,8,8,8,25,17,17
2013-03-29 11:43:48,9,0,8,17,8,8,2,25,17,17
2013-03-29 11:43:49,8,0,8,17,8,8,0,25,17,17
2013-03-29 11:43:50,8,0,8,17,8,8,0,25,17,17
2013-03-29 11:43:51,8,0,8,17,8,8,0,25,18,17
2013-03-29 11:43:52,8,0,8,17,8,8,0,25,18,17
2013-03-29 11:43:53,8,0,8,17,8,8,0,25,17,17
2013-03-29 11:43:54,8,0,8,17,8,8,0,25,17,17
2013-03-29 11:43:55,8,0,8,17,8,8,0,25,17,17
2013-03-29 11:43:56,8,0,8,17,8,8,0,21,12,17
2013-03-29 11:43:57,8,0,8,17,8,8,0,17,9,9
2013-03-29 11:43:58,8,0,8,17,8,8,0,17,9,8
2013-03-29 11:43:59,8,0,8,17,8,8,0,17,8,8
2013-03-29 11:44:00,8,0,8,17,8,8,0,17,8,8
2013-03-29 11:44:01,8,0,8,17,8,8,0,17,8,8
2013-03-29 11:44:02,8,0,8,17,8,8,0,17,8,8
2013-03-29 11:44:03,8,0,8,17,8,8,0,17,9,8
2013-03-29 11:44:04,8,0,8,17,8,8,0,17,9,8
2013-03-29 11:44:05,8,0,8,17,8,8,0,17,9,8
2013-03-29 11:44:06,8,0,8,17,8,8,0,17,8,8
2013-03-29 11:44:07,8,0,8,17,8,8,0,17,9,8
2013-03-29 11:44:08,8,0,8,17,8,8,0,17,9,8
2013-03-29 11:44:09,8,0,8,17,8,8,0,17,9,8
2013-03-29 11:44:10,8,0,8,17,8,8,0,17,9,8
2013-03-29 11:44:11,8,0,8,17,8,8,0,17,9,8
2013-03-29 11:44:12,8,0,8,17,8,8,0,17,8,8
2013-03-29 11:44:13,8,0,8,17,8,8,0,17,9,8
2013-03-29 11:44:14,8,0,8,17,8,8,0,17,9,8
2013-03-29 11:44:15,8,0,8,17,8,8,0,17,9,8
2013-03-29 11:44:16,8,0,8,17,8,8,0,17,8,8
2013-03-29 11:44:17,8,0,8,17,8,8,0,17,8,8
2013-03-29 11:44:18,8,0,8,17,8,8,0,17,8,8
2013-03-29 11:44:19,8,0,8,17,8,8,0,17,8,8
2013-03-29 11:44:20,8,0,8,17,8,8,0,17,8,8
2013-03-29 11:44:21,8,0,8,17,8,8,0,17,9,8
2013-03-29 11:44:22,8,0,8,17,8,8,0,17,9,8
2013-03-29 11:44:23,8,0,8,17,8,8,0,17,9,8
2013-03-29 11:44:24,8,0,8,17,8,8,0,17,9,8
2013-03-29 11:44:25,8,0,8,17,8,8,0,17,9,8
2013-03-29 11:44:26,8,0,8,17,8,8,0,17,9,8
2013-03-29 11:44:27,8,0,8,17,8,8,0,17,9,8
2013-03-29 11:44:28,8,0,8,17,8,8,0,17,9,8
2013-03-29 11:44:29,8,0,8,17,8,8,0,17,9,8
2013-03-29 11:44:30,8,0,8,17,8,8,0,17,8,8
2013-03-29 11:44:31,8,0,8,17,8,8,0,17,9,8
2013-03-29 11:44:32,8,0,8,17,8,8,0,17,9,8
2013-03-29 11:44:33,8,0,8,17,8,8,0,17,8,8
2013-03-29 11:44:34,8,0,8,17,8,8,0,17,8,8
2013-03-29 11:44:35,8,0,8,17,8,8,0,17,8,8
2013-03-29 11:44:36,8,0,8,17,8,8,0,17,8,8
2013-03-29 11:44:37,8,0,8,17,8,8,0,17,8,8
2013-03-29 11:44:38,8,0,8,17,8,8,0,17,8,8
2013-03-29 11:44:39,8,0,8,17,8,8,0,17,8,8
2013-03-29 11:44:40,8,0,8,17,8,8,0,17,9,8
2013-03-29 11:44:41,8,0,8,17,8,8,0,17,9,8
2013-03-29 11:44:42,8,0,8,17,8,8,0,17,8,8
2013-03-29 11:44:43,8,0,8,17,8,8,0,17,9,8
2013-03-29 11:44:44,8,0,8,17,8,8,0,17,9,8
2013-03-29 11:44:45,8,0,8,17,8,8,0,17,9,8
2013-03-29 11:44:46,8,0,8,17,8,8,0,17,9,8
2013-03-29 11:44:47,8,0,8,17,8,8,0,17,9,8
2013-03-29 11:44:48,8,0,8,17,8,8,0,17,8,8
2013-03-29 11:44:49,8,0,8,17,8,8,0,17,8,8
2013-03-29 11:44:50,8,0,8,17,8,8,0,17,8,8
2013-03-29 11:44:51,8,0,8,17,8,8,0,17,9,8
2013-03-29 11:44:52,8,0,8,17,8,8,0,17,8,8
2013-03-29 11:44:53,8,0,8,17,8,8,0,17,8,8
2013-03-29 11:44:54,8,0,8,17,8,8,0,17,8,8
2013-03-29 11:44:55,8,0,8,17,8,8,0,17,8,8
2013-03-29 11:44:56,8,0,8,17,8,8,0,17,8,8
2013-03-29 11:44:57,8,0,8,17,8,8,0,17,9,8
2013-03-29 11:44:58,8,0,8,17,8,8,0,17,9,8
2013-03-29 11:44:59,8,0,8,17,8,8,0,17,9,8
2013-03-29 11:45:00,8,0,8,17,8,8,0,17,8,8
2013-03-29 11:45:01,8,0,8,17,8,8,0,17,9,8
2013-03-29 11:45:02,8,0,8,17,8,8,0,17,9,8
2013-03-29 11:45:03,8,0,8,17,8,8,0,17,9,8
2013-03-29 11:45:04,8,0,8,17,8,8,0,17,9,8
2013-03-29 11:45:05,8,0,8,17,8,8,0,17,9,8
2013-03-29 11:45:06,8,0,8,17,8,8,0,17,8,8
2013-03-29 11:45:07,8,0,8,17,8,8,0,17,9,8
2013-03-29 11:45:08,8,0,8,17,8,8,0,17,9,8
2013-03-29 11:45:09,8,0,8,17,8,8,0,17,9,8
2013-03-29 11:45:10,8,0,8,17,8,8,0,17,8,8
2013-03-29 11:45:11,8,0,8,17,8,8,0,17,8,9
2013-03-29 11:45:12,8,0,8,17,8,8,0,17,8,8
2013-03-29 11:45:13,8,0,9,17,8,8,0,17,8,8
2013-03-29 11:45:14,8,0,8,17,8,8,0,17,8,8
2013-03-29 11:45:15,8,0,8,13,8,8,0,17,9,8
2013-03-29 11:45:16,8,0,8,8,8,8,0,17,9,8
2013-03-29 11:45:17,8,0,8,8,8,8,0,17,9,8
2013-03-29 11:45:18,8,0,8,8,8,8,0,17,9,8
2013-03-29 11:45:19,8,0,8,8,8,8,0,17,9,8
2013-03-29 11:45:20,8,0,8,8,8,8,0,17,9,8
2013-03-29 11:45:21,8,0,8,8,8,6,0,17,9,8
2013-03-29 11:45:22,8,0,8,8,8,0,0,17,9,8
2013-03-29 11:45:23,8,0,5,8,8,0,0,17,9,8
2013-03-29 11:45:24,8,0,0,8,8,0,0,17,8,8
2013-03-29 11:45:25,8,0,0,8,8,0,0,17,8,1
2013-03-29 11:45:26,8,0,0,8,8,0,0,17,8,0
2013-03-29 11:45:27,8,0,0,8,8,0,0,17,9,0
2013-03-29 11:45:28,8,0,0,8,8,0,0,17,8,0
2013-03-29 11:45:29,8,0,0,8,8,0,0,17,8,0
2013-03-29 11:45:30,8,0,0,8,8,0,0,17,8,0
2013-03-29 11:45:31,8,0,0,5,8,0,0,17,9,0
2013-03-29 11:45:32,1,0,0,0,8,0,0,17,8,0
2013-03-29 11:45:33,0,0,0,0,8,0,0,17,9,0
2013-03-29 11:45:34,0,0,0,0,8,0,0,17,9,0
2013-03-29 11:45:35,0,0,0,0,8,0,0,17,8,0
2013-03-29 11:45:36,0,0,0,0,8,0,0,17,9,0
2013-03-29 11:45:37,0,0,0,0,8,0,0,17,8,0
2013-03-29 11:45:38,0,0,0,0,3,0,0,17,9,0
2013-03-29 11:45:39,0,0,0,0,0,0,0,17,9,0
2013-03-29 11:45:40,0,0,0,0,0,0,0,17,9,0
2013-03-29 11:45:41,0,0,0,0,0,0,0,17,9,0
2013-03-29 11:45:42,0,0,0,0,0,0,0,17,8,0
2013-03-29 11:45:43,0,0,0,0,0,0,0,17,8,0
2013-03-29 11:45:44,0,0,0,0,0,0,0,17,9,0
2013-03-29 11:45:45,0,0,0,0,0,0,0,17,8,0
2013-03-29 11:45:46,0,0,0,0,0,0,0,17,9,0
2013-03-29 11:45:47,0,0,0,0,0,0,0,17,8,0
2013-03-29 11:45:48,0,0,0,0,0,0,0,17,8,0
2013-03-29 11:45:49,0,0,0,0,0,0,0,17,8,0
2013-03-29 11:45:50,0,0,0,0,0,0,0,17,8,0
2013-03-29 11:45:51,0,0,0,0,0,0,0,17,8,0
2013-03-29 11:45:52,0,0,0,0,0,0,0,17,8,0
2013-03-29 11:45:53,0,0,0,0,0,0,0,17,0,0
2013-03-29 11:45:54,0,0,0,0,0,0,0,17,0,0
2013-03-29 11:45:55,0,0,0,0,0,0,0,17,1,0
2013-03-29 11:45:56,0,0,0,0,0,0,0,17,1,0
2013-03-29 11:45:57,0,0,0,0,0,0,0,17,1,0
2013-03-29 11:45:58,0,0,0,0,0,0,0,16,0,0
2013-03-29 11:45:59,0,0,0,0,0,0,0,16,0,0
2013-03-29 11:46:00,0,0,0,0,0,0,0,0,4,0
2013-03-29 11:46:01,0,0,0,0,0,0,0,0,3,0
2013-03-29 11:46:02,0,0,0,0,0,0,0,0,6,0
2013-03-29 11:46:03,0,0,0,0,0,0,0,0,4,0
2013-03-29 11:46:04,6,6,6,6,6,6,6,7,9,7
2013-03-29 11:46:05,16,15,15,16,18,16,17,18,21,17
2013-03-29 11:46:06,32,32,32,32,32,33,32,32,33,32
2013-03-29 11:46:07,33,33,33,33,33,33,33,33,33,33
2013-03-29 11:46:08,33,33,33,33,33,33,33,33,33,33
2013-03-29 11:46:09,33,33,33,33,33,33,33,33,33,33
2013-03-29 11:46:10,33,33,33,33,33,33,33,33,33,33
2013-03-29 11:46:11,33,33,33,33,33,33,33,33,33,33
2013-03-29 11:46:12,33,33,33,33,33,33,33,33,33,33
2013-03-29 11:46:13,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:46:14,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:46:15,33,33,33,33,33,33,33,33,33,33
2013-03-29 11:46:16,33,33,33,33,33,33,33,33,33,33
2013-03-29 11:46:17,33,33,33,33,33,33,33,33,33,33
2013-03-29 11:46:18,33,33,33,33,33,33,33,33,33,33
2013-03-29 11:46:19,33,33,33,33,33,33,33,33,33,33
2013-03-29 11:46:20,33,33,33,33,33,33,33,33,33,33
2013-03-29 11:46:21,33,33,33,33,33,33,33,33,33,33
2013-03-29 11:46:22,33,33,33,33,33,33,33,33,33,33
2013-03-29 11:46:23,33,33,33,33,33,33,33,33,33,33
2013-03-29 11:46:24,33,33,33,33,33,33,33,33,33,33
2013-03-29 11:46:25,33,33,33,33,33,33,33,33,33,33
2013-03-29 11:46:26,33,33,33,33,33,33,33,33,33,33
2013-03-29 11:46:27,33,33,33,33,33,33,33,33,33,33
2013-03-29 11:46:28,33,33,33,33,33,33,33,33,33,33
2013-03-29 11:46:29,33,33,33,33,33,33,33,33,33,33
2013-03-29 11:46:30,33,33,33,33,33,33,33,33,33,33
2013-03-29 11:46:31,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:46:32,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:46:33,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:46:34,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:46:35,33,33,33,33,33,33,33,33,33,33
2013-03-29 11:46:36,33,33,33,33,33,33,33,33,33,33
2013-03-29 11:46:37,33,33,33,33,33,33,33,33,33,33
2013-03-29 11:46:38,33,33,33,34,33,33,33,33,34,33
2013-03-29 11:46:39,33,33,33,33,33,33,33,33,33,33
2013-03-29 11:46:40,33,33,33,33,33,33,33,33,33,33
2013-03-29 11:46:41,33,33,33,33,33,33,33,33,33,34
2013-03-29 11:46:42,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:46:43,34,33,34,33,33,33,33,33,34,33
2013-03-29 11:46:44,33,34,33,34,34,33,34,34,34,33
2013-03-29 11:46:45,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:46:46,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:46:47,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:46:48,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:46:49,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:46:50,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:46:51,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:46:52,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:46:53,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:46:54,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:46:55,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:46:56,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:46:57,33,33,33,33,33,33,33,33,33,33
2013-03-29 11:46:58,33,33,33,33,33,33,33,33,33,33
2013-03-29 11:46:59,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:47:00,33,33,33,33,33,33,33,33,33,33
2013-03-29 11:47:01,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:47:02,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:47:03,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:47:04,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:47:05,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:47:06,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:47:07,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:47:08,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:47:09,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:47:10,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:47:11,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:47:12,33,33,33,33,33,33,33,33,33,33
2013-03-29 11:47:13,33,33,33,33,33,33,33,33,33,33
2013-03-29 11:47:14,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:47:15,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:47:16,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:47:17,33,33,33,33,33,33,33,33,33,33
2013-03-29 11:47:18,33,33,33,33,33,33,33,33,33,33
2013-03-29 11:47:19,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:47:20,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:47:21,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:47:22,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:47:23,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:47:24,31,33,33,33,33,33,33,33,34,33
2013-03-29 11:47:25,31,33,33,33,33,33,33,33,34,33
2013-03-29 11:47:26,33,33,33,33,33,33,33,33,34,33
2013-03-29 11:47:27,33,33,33,33,33,33,33,30,34,33
2013-03-29 11:47:28,33,33,33,33,33,33,33,31,34,33
2013-03-29 11:47:29,33,33,33,33,33,33,33,33,33,33
2013-03-29 11:47:30,33,33,32,33,30,33,33,33,34,33
2013-03-29 11:47:31,33,33,30,33,32,33,33,33,34,33
2013-03-29 11:47:32,33,33,33,33,33,33,33,33,34,31
2013-03-29 11:47:33,33,33,33,33,33,33,33,33,33,30
2013-03-29 11:47:34,33,33,33,33,33,33,33,33,33,33
2013-03-29 11:47:35,33,33,33,33,33,33,33,27,34,33
2013-03-29 11:47:36,33,33,33,32,33,33,33,31,33,33
2013-03-29 11:47:37,33,33,33,29,33,33,18,33,34,26
2013-03-29 11:47:38,33,33,33,31,33,30,17,33,34,31
2013-03-29 11:47:39,33,33,30,21,33,25,17,33,33,25
2013-03-29 11:47:40,33,33,25,17,33,12,17,26,33,24
2013-03-29 11:47:41,33,33,25,16,33,8,16,25,32,25
2013-03-29 11:47:42,25,33,25,17,33,8,17,25,25,25
2013-03-29 11:47:43,23,33,25,17,27,8,13,25,25,25
2013-03-29 11:47:44,17,33,25,17,25,8,8,25,25,25
2013-03-29 11:47:45,17,33,25,16,19,8,8,25,25,25
2013-03-29 11:47:46,17,33,25,17,16,3,8,25,23,25
2013-03-29 11:47:47,17,20,20,13,17,0,5,25,12,25
2013-03-29 11:47:48,17,17,16,8,10,0,0,25,8,25
2013-03-29 11:47:49,17,6,16,8,8,0,0,25,9,25
